id,job industry,title,company,location,type,description
582,Research and Developmen...,Career Development Specialist,HST Consulting PLC/,Addis Ababa,Office,"HST is a knowledge company that provides services to clients across various industries. HST endeavors to help its clients solve their business growth, operational, people, financial, tax, governance, risk, learning and compliance related challenges with locally relevant solutions. As a local professional service firm, HST offers the best practices that fully consider its clients’ unique circumstances and the social, political and economic environment they are operating in.As a professional services firm, HST is ..."
583,Business and Administra...,Junior Corporate Services Analyst,Ethiopian Securities Exchange,Addis Ababa,Office,"The Junior Corporate Services Analyst supports the Corporate Services function by assisting with administrative tasks, procurement coordination, logistics, and facilities management. This role is key to ensuring smooth operations across the Ethiopian Securities Exchange (ESX) by providing day-to-day support and collaborating with internal teams and external vendors.Key Responsibilities:Procurement and Supply Chain Support:Assist with preparing and maintaining procurement documentation i.e. Purchase Requests, RFQ..."
584,Management,Warehouse Team Leader,Manufacturing Company,Addis Ababa,Office,"Job Summary:The Warehouse Team leader is a crucial member of the warehouse team, responsible for overseeing daily operations, ensuring efficient and accurate fulfillment of orders, and maintaining a safe and organized work environment. This role requires strong leadership, organizational skills, and a deep understanding of warehouse management principles.Key Responsibilities:Team leader Responsibilities:Supervise and manage a team of warehouse associates, including scheduling, training, and performance evaluatio..."
585,"Warehouse, Supply Chain...",Logistics and Inventory Controller,East African Holding S.C,Amhara,Hybrid,"1. Job SummaryThe Logistics and Inventory Controller at East African National Distribution SC, a subsidiary of East African Holding SC, is responsible for managing inbound coal supply and outbound cement dispatch operations at the Lemi Satellite Dispatch Office. This role ensures accurate stock handling, system-based inventory control, and proper coordination of customer deliveries. The position is critical in maintaining balanced logistics flows, resolving customer balance issues, and supporting efficient cemen..."
586,Business and Administra...,Retail Sales Executive,Kadisco Paint and Adhesive Industry S.C,Addis Ababa,Office,Company OverviewKadisco Paint and Adhesive Industry SC previously known as Kadisco Chemical Industry Plc is a privately owned company located in Addis Ababa in the Akaki Kality Industrial Zone area. Kadisco is a company that traces its origins back from a small automotive parts dealership that was operating in one of the busy streets of Addis Ababa back in late 60’s. During the period until 1975 it had the opportunity to act as the sole distributor for Sadoline Paints. In 1979 it was registered as the sole compa...
587,Business and Administra...,Project Sales Excutive-1,Kadisco Paint and Adhesive Industry S.C,Addis Ababa,Office,"Job Title and PositionJob Title:  Project Sales Excutive-1Reports to:  Sales ManagerDepartment:   SalesJob location:   Addis AbabaJob Purpose/Job Roles/Summary/ The Sales Project executive plays an integral role in ensuring that the strategic objectives of sales projects are met, acting as the key player between various stakeholders to ensure smooth execution and delivery. This position involves coordinating with different departments, project timelines, and ensuring that customer needs are addressed, all while ..."
588,Accounting and Finance,Finance Manager,Horra Corporate Group,Addis Ababa,Office,"About Hiring CompanyEverything starts from an idea. But every idea might not see the daylight of success without hard work and diligence. 15 years ago, Horra Trading was just an idea in the mind of Mr. Adem Kedir who meticulously worked day and night to turn it into a reality in 2005, basing himself on his extensive skill and knowledge in coffee and coffee trade. Mr. Adem Kedir’s coffee trade career started as the succeeding generation from his grandfather Mr. Abbahawa and his father Mr. Kedir Hadjji Hassan in E..."
589,Management,Chief Operations Officer (COO),MaG International PLC,Addis Ababa,Office,"Job Summary:MAG International Business Group is a diversified conglomerate in the process of transforming from a traditional family business into a modern, agile, and professionally managed enterprise. With core operations in construction, real estate, import-export, and manufacturing, the company is pursuing a growth-oriented corporate restructuring agenda.As part of its strategic transformation into a modern and growth-oriented corporate entity, MAG International Business Group seeks to appoint a dynamic and e..."
590,Sales and Marketing,Chief Marketing Officer,MaG International PLC,Addis Ababa,Office,"Job SummaryMAG International Business Group is a diversified conglomerate undergoing strategic transformation from a traditional family-owned business into a modern, growth-oriented corporate entity. With operations across construction, real estate, import-export, manufacturing, and more, MAG is scaling regionally while rebranding and reimagining its market identity.The Chief Marketing Officer (CMO) will play a pivotal executive role in shaping and executing a unified marketing strategy that aligns with the Grou..."
591,Accounting and Finance,Chief Finance Officer (CFO),MaG International PLC,Addis Ababa,Office,"Job Summary:MAG International Business Group is a diversified business conglomerate currently undergoing a strategic transformation from a traditional family-owned enterprise into a modern, structured, and growth-driven corporate entity. With operations spanning construction, real estate, import-export, and manufacturing, the company is entering a new phase of institutionalization and market expansion. To support this trajectory, MAG is seeking an experienced and visionary Chief Finance Officer (CFO) to lead fin..."
592,Accounting and Finance,Senior Accountant,Kadisco Paint and Adhesive Industry S.C,Addis Ababa,Office,Company OverviewKadisco Paint and Adhesive Industry S.C. previously known as Kadisco Chemical Industry PLC is a privately owned company located in Addis Ababa in the Akaki Kality Industrial Zone area. Kadisco is a company that traces its origins back from a small automotive parts dealership that was operating in one of the busy streets of Addis Ababa back in late 60’s. During the period until 1975 it had the opportunity to act as the sole distributor for Sadoline Paints. In 1979 it was registered as the sole com...
593,Development and Project...,Livelihood Project Officer Re-Advert,International Rescue Committee - IRC,Oromia,Office,"BackgroundThe International Rescue Committee (IRC) responds to the world's worst humanitarian crises, helping to restore health, safety, education, economic wellbeing, and power to people devastated by conflict and disaster. Founded in 1933 at the call of Albert Einstein, the IRC is one of the world's largest international humanitarian non-governmental organizations (INGO), at work in more than 40 countries and 29 U.S. cities helping people to survive, reclaim control of their future and strengthen their communi..."
594,Development and Project...,"Lead Poisoning Surveillance Coordinator, Ghana",Vital Strategies,Not Specified,Office,"Company Profile:VitalStrategiesisaninternationalpublichealthorganization.Ourprogramsstrengthen publichealthsystemsandaddresstheworld’sleadingcausesofillness,injuryanddeath.Wecurrentlyworkin73countries,supportingdata-drivendecisionmakingingovernment, advancingevidence-basedpublichealthpolicies,andmountingstrategiccommunication campaigns.VitalStrategies’priorities aredrivenbythegreatest potentialtoimproveandsave lives. They include non-communicable disease prevention, tobacco control, road safety,obesityprevention..."
595,Development and Project...,"Program Manager, Ghana",Vital Strategies,Not Specified,Office,"CompanyProfile:VitalStrategiesisaninternationalpublichealthorganization.Ourprogramsstrengthenpublichealth systems and address theworld’s leading causes ofillness,injury anddeath.Wecurrently workin 73 countries, supporting data-driven decision making in government, advancing evidence-based publichealthpolicies,andmountingstrategiccommunicationcampaigns.VitalStrategies’prioritiesaredrivenbythegreatestpotentialtoimproveandsavelives.Theyincludenon-communicabledisease prevention,tobaccocontrol,roadsafety,obesitypreve..."
596,Development and Project...,"Program Associate, Ghana",Vital Strategies,Not Specified,Office,"CompanyProfile:VitalStrategiesisaninternationalpublichealthorganization.Ourprogramsstrengthenpublichealth systems and address theworld’s leading causes ofillness,injury anddeath.Wecurrently workin 73 countries, supporting data-driven decision making in government, advancing evidence-based publichealthpolicies,andmountingstrategiccommunicationcampaigns.VitalStrategies’prioritiesaredrivenbythegreatestpotentialtoimproveandsavelives.Theyincludenon-communicabledisease prevention,tobaccocontrol,roadsafety,obesitypreve..."
597,Development and Project...,"Lead Poisoning Surveillance Coordinator, Ethiopia",Vital Strategies,Addis Ababa,Office,"Company ProfileVital Strategies is an international public health organization. Our programs strengthen public health systems and address the world’s leading causes of illness, injury and death. We currently work in 73 countries, supporting data-driven decision making in government, advancing evidence-based public health policies, and mounting strategic communication campaigns. Vital Strategies’ priorities are driven by the greatest potential to improve and save lives. They include non-communicable disease preve..."
598,Development and Project...,"Program Associate, Ethiopia",Vital Strategies,Addis Ababa,Office,"Company ProfileVital Strategies is an international public health organization headquartered in New York City. Our programs strengthen public health systems and address the world’s leading causes of illness, injury and death. We work in more than 80 countries, supporting data-driven decision-making in government, advancing evidence-based public health policies, and mounting strategic communication campaigns. Vital Strategies’ priorities are driven by the greatest potential to improve and save lives. They include..."
599,Development and Project...,"HDSS Senior Network Coordinator, Ethiopia",Vital Strategies,Addis Ababa,Office,"Company ProfileVital Strategies is an international public health organization headquartered in New York City. Our programs strengthen public health systems and address the world’s leading causes of illness, injury and death. We work in more than 80 countries, supporting data-driven decision-making in government, advancing evidence-based public health policies, and mounting strategic communication campaigns. Vital Strategies’ priorities are driven by the greatest potential to improve and save lives. They include..."
600,Development and Project...,"Senior Program Manager , Africa Region -Ethiopia",Vital Strategies,Not Specified,Office,"Company ProfileVital Strategies is an international public health organization headquartered in New York City. Our programs strengthen public health systems and address the world’s leading causes of illness, injury and death. We work in more than 80 countries, supporting data-driven decision-making in government, advancing evidence-based public health policies, and mounting strategic communication campaigns. Vital Strategies’ priorities are driven by the greatest potential to improve and save lives. They include..."
601,Management,Property Manager,Moya Food Complex PLC,Addis Ababa,Office,"JobTitle:PropertyManagerLocation:AddisAbaba,EthiopiaJobType:Full-TimeIndustry:RealEstate/PropertyManagementAbouttheRoleWeareseekingahighlymotivated,detail-oriented,andexperiencedPropertyManagertooverseetheday-to-dayoperationsandlong-termvalueofaportfolioofresidentialand commercialpropertieslocatedinAddisAbaba.Thisisanexcitingopportunityforadynamicindividualwithapassionforrealestate,akeeneyeforquality,anda commitmenttodeliveringexceptionalservice.KeyResponsibilitiesPropertyOversightsInspectionConductregularinspec..."
602,Engineering,Mechanical Engineer,Abebe Mulugeta Kassa (Genet Trading),Addis Ababa,Office,"Duties &amp; Responsibilities:A zero-year mechanical engineer job description typically involves tasks likesupporting senior engineers, learning about the industry, and contributing to projects.These roles often involve collaborating with cross-functional teams, performing basic analysis, and utilizing engineering softwareKey Responsibilities:Supporting Senior Engineers:Assisting with tasks like calculations, data analysis, and report writing.Learning the Industry:Gaining experience in specific areas of mechanic..."
603,Business and Administra...,Coffee Operation officer,Abebe Mulugeta Kassa (Genet Trading),Addis Ababa,Office,"Job DescriptionMAIN DUTIES AND RESPONSIBILITIES:OperationalDutiesCoffee export documentation process and follow-up.Manage inventory, processing and logistics for export coffees.Inspection follow-up in Ethiopian coffee and tea authority.Must oversee the timely completion and procurement of export documentation and shipment of coffee.Supervise full logistics follow-up/processes for the export of coffee.Evaluate production and transport timeline and improve service delivery.Ensure all company procedures are followe..."
604,Accounting and Finance,Compliance Officer,Cashflow Financial Technologies S.C,Addis Ababa,Office,"Cashflow Financial Technologies S.C is a Payment System Operator established and operating under the National Payment System Proclamation 718/2011 (as amended by Proclamation No 1282/2023) and other relevant laws. The company is licensed by the National Bank of Ethiopia as a financial institution and is engaged in providing the technological infrastructure to facilitate the payment system. As a licensed financial institution, Cashflow is required to comply mainly with the financial sector laws, including the NBE..."
605,Development and Project...,HDSS Senior Network Coordinator,Talent Search - Ethiojobs,Addis Ababa,Office,"About the CompanyVital Strategies is an international public health organization headquartered in New York City. Our programs strengthen public health systems and address the world’s leading causes of illness, injury and death. We work in more than 80 countries, supporting data-driven decision-making in government, advancing evidence-based public health policies, and mounting strategic communication campaigns. Vital Strategies’ priorities are driven by the greatest potential to improve and save lives. They inclu..."
606,Sales and Marketing,General Manager of E-Commerce Marketplace,Ashewa Technology Solution S.C.,Addis Ababa,Office,"About Ashewa.com:Ashewa.com is the leading marketplace for buying and selling products and services, committed to providing exceptional value and outstanding service to our customers. We focus on delivering great bargains while ensuring high-quality offerings and exceptional customer support. By connecting sellers directly with buyers, we eliminate unnecessary intermediaries and create a seamless shopping experience. Our mission is to make shopping easier, more affordable, and reliable, and we need your expertis..."
607,Development and Project...,"Program Associate, Ethiopia",Talent Search - Ethiojobs,Addis Ababa,Office,"Vital Strategies is an international public health organization headquartered in New York City. Our programs strengthen public health systems and address the world’s leading causes of illness, injury and death. We work in more than 80 countries, supporting data-driven decision-making in government, advancing evidence-based public health policies, and mounting strategic communication campaigns. Vital Strategies’ priorities are driven by the greatest potential to improve and save lives. They include non-communicab..."
608,Development and Project...,"Senior Program Manager , Africa Region -Ethiopia",Talent Search - Ethiojobs,Addis Ababa,Office,"The OrganizationVital Strategies is an international public health organization headquartered in New York City. Our programs strengthen public health systems and address the world’s leading causes of illness, injury and death. We work in more than 80 countries, supporting data-driven decision-making in government, advancing evidence-based public health policies, and mounting strategic communication campaigns. Vital Strategies’ priorities are driven by the greatest potential to improve and save lives. They includ..."
609,Development and Project...,Lead Poisoning Surveillance Coordinator,Talent Search - Ethiojobs,Addis Ababa,Office,"About Vital Strategies:Vital Strategies is an international public health organization. Our programs strengthen public health systems and address the world’s leading causes of illness, injury and death. We currently work in 73 countries, supporting data-driven decision making in government, advancing evidence-based public health policies, and mounting strategic communication campaigns. Vital Strategies’ priorities are driven by the greatest potential to improve and save lives. They include non-communicable disea..."
610,FMCG and Manufacturing,Technical Manager,Holland Dairy P.L.C,Oromia,Office,"The Technical manager is responsible for managing, directing, and installingall preventive and corrective technical activities within the different locations of Holland Dairy PLC.Responsible for project management of technical expansions, from civil works until establishing a maintenance plan.On the job training of technical staff and operatorsWear and spare parts managementStructure, Control and replenish the stock of wear and spare parts.SOP &amp; ISO implementationCreate and follow maintenance plans for machi..."
611,Agriculture,Farm Manager,The Pharo Foundation,Benishangul Gumuz,Office,"We're Hiring: Farm ManagerLocation: Homosha &amp; Assosa, Benishangul-Gumuz Region, EthiopiaAbout Pharo FoundationPharo Foundation is a mission-driven, impact-oriented organization working to build a vibrant, productive, and self-reliant Africa. Our development efforts are focused on three core pillars:Education – Providing access to high-quality, affordable education that equips students for success in a rapidly changing world.Water – Ensuring that communities across Africa have access to clean, safe, and affor..."
612,Environment and Natural...,Project Manager - SUIDAC,International Rescue Committee - IRC,Benishangul Gumuz,Office,"BACKGROUND:The International Rescue Committee (IRC) responds to the world’s worst humanitarian crises and helps people whose lives and livelihoods are shattered by conflict and disaster to survive, recover, and gain control of their lives. The IRC works with people forced to flee from war, conflict and disaster and the host communities which support them, as well as those who remain within their homes and communities. We began work in Ethiopia since 2000 and currently implementing emergency and development progr..."
613,Engineering,Safety Engineer,Milk and Honey,Addis Ababa,Office,"Job Summary:The Safety Engineer is responsible for ensuring workplace safety on project sites by identifying potential hazards, implementing preventive measures, conducting inspections, and ensuring compliance with local and international safety standards. The role also includes preparing emergency response plans and conducting training for staff and contractors.Conduct routine site inspections to identify hazards and ensure safety complianceDevelop, implement, and monitor health and safety policies, procedures,..."
614,FMCG and Manufacturing,Clinical Nurse (Kombolcha Plant),BGI Ethiopia,Amhara,Office,"1. Job SummaryPerform all clinical duties by providing overall health advice and evaluation, administering emergency medical treatment and medication to employees and implementing the required procedures and processes regarding health safety standards on company premises (clinic).2. Main Duties and ResponsibilitiesSupervise and monitor day-to-day clinic’s operations and handle complaints from clients/ patients and employees, Maintain timekeeping and personnel records.Follow up personal hygiene of those employees..."
615,Management,HR Officer,Dega Group Trading PLC,Addis Ababa,Office,"DEGA Group Trading is Import and Export Company. Our Company is looking fora HR Officer Young, energetic, passionate, and enthusiastic graduates in Managment.Job DescriptionResponsibilitiesAssist the end-to-end recruitment process like Job Posting, Screening and InterviewsPrepare induction and onboarding plan and documentation for new hiresMaintain proper communication between management and employeeMaintain employee records, HR Databases and documentationHandle employee benefits, leaves, and attendance manageme..."
616,Engineering,Civil Engineer – Resident Engineer,Milk and Honey,Addis Ababa,Office,"Job Summary:The Resident Engineer oversees day-to-day construction site activities and ensures that all works — particularly finishing tasks — meet the design specifications, schedule, and quality standards. The role involves on-site technical leadership, problem-solving, and coordination with project stakeholders.Job Description:Supervise and inspect site activities, focusing on finishing stages (plastering, flooring, painting, ceilings, etc.)Monitor quality control, material usage, and safety complianceEnsure ..."
617,Engineering,Senior Electrician,Yo Holding Trade & Manufacturing PLC,South Ethiopia Regional State,Office,"Job Summary:We are seeking a skilled and experienced senior Electrician to join our team. The ideal candidate will be responsible for installing, maintaining, and repairing electrical systems and equipment in an industrial setting.Key Responsibilities:Installation:Install, replace, and upgrade electrical wiring, conduit, and fixtures.Assemble, install, and test electrical components and systems.Ensure electrical installations comply with electrical codes and safety standards.Maintenance:Perform routine inspectio..."
618,Legal,Contract Administrator,Brothers Trading PLC,Addis Ababa,Office,"About Brothers Trading PLC: rothers Trading PLC, founded in 2015, is a leading Ethiopian firm specializing in historic sites, roads, and recreational projects. We emphasize effective communication, sustainability, and innovative project management. Notable projects include Wenchi Gebeta Lehager, Chaka Landscape and Greenery, Sheraton Landscape and Greenery Project, Mexico to Sarbet Road Corridor, Adwa 00 Project, and several projects for various embassies.Job Overview:We are seeking a meticulous and experienced ..."
619,FMCG and Manufacturing,Ink Technician,Prime Packaging PLC,Addis Ababa,Office,"About the companyPrime Packaging, located in Kilinto Industrial Park, is a trusted provider of high-quality printed packaging. We deliver high-volume, high-quality labels and packaging solutions to leading companies in the beverage, food, and consumer goods sectors.As a world-class manufacturer, Prime Packaging leverages cutting-edge technology to optimize efficiency and deliver exceptional packaging solutions. We are a one-stop partner that prioritizes innovation, quality, and sustainability — delivering superi..."
620,Engineering,Civil Engineer - Contract & Tender Administration,Milk and Honey,Addis Ababa,Office,"Contract &amp; Tender AdministratorJob Summary:The Contract &amp; Tender Administrator will oversee the preparation, review, and execution of contract documents and tender processes for various construction projects, particularly focusing on building finishing works. The role ensures compliance with legal and company requirements, manages contract timelines, and supports project success from a contractual perspective.Job Description:Prepare, review, and manage contract documents for construction projectsCoordina..."
621,Accounting and Finance,External Auditor,The Leprosy Mission (TLM),Addis Ababa,Office,"TheLeprosy Mission (TLM)is a leading international Christian Organization with over 149 years of experience, active in over 30 countries, working towards the vision of “Leprosy Defeated, Lives Transformed.” We are active in projects reducing transmission of leprosy, stigma and discrimination. We are currently seeking an External Auditor to conduct an independent audit role for the country office. Job Purpose:The Leprosy Mission International – Ethiopia (TLMIE) is seeking the services of a qualified and experienc..."
622,Engineering,Exterior Process Operator,GCL Energy Investments Limited Ethiopian Branch,Somali,Remote,"Job overviewThe Exterior Process Operator is responsible for the safe, efficient, and reliable operation of the external areas of the LNG plant, including gas treatment, liquefaction and storage tanks. This role supports the facility's operations by monitoring equipment, performing field inspections, and responding to process upsets or emergency conditions as per standard operating procedures (SOPs).ResponsibilitiesResponsibleforprocessproduction,inspectionandemergencies response"
623,Accounting and Finance,Assistant General Manager / Finance Director,Talent Search - Ethiojobs,Addis Ababa,Office,"Company Overview:Meseret Manufacturing PLC is an Ethiopian company specializing in the production of steel products, hollow sections, LTZ profiles, and sheet metals.Job Overview:We Meseret Manufacturing PLC are seeking a highly experienced and results-driven professional to fill the role of Assistant General Manager / Finance Director. The ideal candidate will be responsible for overseeing the operations of key departments and ensuring strong financial management and compliance.Key Responsibilities:Supervise the..."
624,Health Care,Production department head,Dina Import & Export,Addis Ababa,Office,"Job byAnimal Feeding ProcessingCategory:Animal Feeding Processing, Production department headLanguage: Amharic and EnglishSalary:NegotiableJob Responsibilities:A Production Manager in animal feed processing isresponsible for overseeing the entire feed manufacturing process, from raw materials to finished products, ensuring efficiency, quality, and safety.They manage production schedules, staff, inventory, and equipment, while adhering to regulations and budgets.Scheduling feed production,Keeping inventory of fee..."
625,Accounting and Finance,General Account Manager,Edomias International PLC,Addis Ababa,Office,"Edomias International Plc.is the Premier Human Resource solutions provider in Ethiopia serving clients for 20 years.We provide a full range of cost-effective Human Resources solutions to help organizations take their business to the next level. We are not just a service provider, but also a strategic business partner. We play a vital role in reducing the work of managers that would otherwise be spent in the routine activities of noncore functions and enable them to focus on core strategic activities. Our ultimat..."
626,Architecture and Constr...,Surveyor,CCECC Ethiopian Branch,Addis Ababa,Office,"Job Title:SurveyorLocation: Addis AbabaCompany: CCECC Ethiopian BranchEmployment Type: Full time ContractApplication Deadline: July 03, 2025Salary: NegotiableJob Summary:We are seeking qualified and experienced Surveyors to join our team. The successful candidates will be responsible for conducting land, topographic, boundary, and construction surveys to support engineering and construction projects. This position requires precision, attention to detail, and a thorough understanding of surveying techniques and t..."
627,Graduate and Management...,Graduate Trainee,Milk and Honey,Addis Ababa,Office,"Job SummaryResponsible for working alongside managers and accepting delegated responsibilities and duties with the goal of eventually becoming a permanent employee in a selected department, the management trainee will have a comprehensive training which will include duties in several departments such as Finance, Marketing, Sales, Human Resources, M &amp; A/ Legal, Supply/ logistics,General Service &amp; Facility &amp; property management. The ideal candidate will be open to learning new things, not afraid to tak..."
628,Education,Game tester,META ZION TRADING PLC,Addis Ababa,Office,"High salary recruitment internet promotionJob ResponsibilitiesHandle customer consultation issues promptly through the Internet ;Good at English communication, patient and motivated. Have a certain ability to withstand pressure;Have high enthusiasm for work and strictly abide by company rules and regulations .Salary and BenefitsSalary: a net salary of 10,000, with bonuses provided separately.Benefits: statutory holidays, paid training, daily/weekly/monthly bonuses for outstanding employees , and holiday benefits..."
629,Sales and Marketing,Senior Field Part Sales Engineer,KAKI PLC,Addis Ababa,Office,"KAKI PLC is an official dealer and assembler of ISUZU vehicle in Ethiopia. It is also engaged in different business lines including import, export, metal fabrication, after sales services, and cargo freight transport operations. The company wishes to employ a qualified professional for theSenior Field Part Sales Engineer position.General Duties and Responsibilities:Act as the first point of contact between the customer and the spare part department and is responsible for assisting customers at the field sales by..."
630,"Logistics, Transport an...",SUPPLY CHAIN MANAGER,Toppan Security Ethiopia S.C,Addis Ababa,Office,"Job Title:Supply Chain ManagerReports To:DeputyChief Executive OfficerJob Summary:The Supply Chain Manager is responsible for the strategic and operational leadership of the supply chain department, covering procurement, expediting, transportation, logistics, customs clearance, supplier quality, and contract management. The role will ensure that goods and services are procured and delivered on time, within budget, and in full compliance with quality and regulatory standards.Key Responsibilities1.Strategic Supply..."
631,Sales and Marketing,Marketing sales,Dana Machinery & Equipment,Addis Ababa,Office,"Job BriefWe're seeking a dynamic Sales and Marketing Specialist. This role is perfect for a self-starter with a knack for driving sales and a passion for creative marketing strategies.ResponsibilitiesDevelop and implement effective sales and marketing strategies.Promotes our brand and goods through social media by TikTok ,instagram and facebookIdentify potential clients and build strong relationships to boost business growth.Analyze market trends and competitor behavior.Prepare detailed reports on sales performa..."
632,Accounting and Finance,Senior Accountant,Bethel Flour Factory,Addis Ababa,Office,"BETHEL FLOUR FACTORYFINANCE DEPARTMENT JOB DESCRIPTIONPosition – Senior AccountantMain duties and responsibility,Reconcile all bank statement to recording book ledger and immediately report to General Manager, if any unknown deposit or payment they can discuss to finance advice to make solution on time. In addition to this the senior accountant will be done loan repayment in terms of monthly and quarterly and check bank interest rate.Recording Daily sales activities in Cash/credit on time and report to the manag..."
633,"IT, Computer Science an...",iOS Mobile App Developer | Mobile App Backend Developer,RA Ethiopia,Addis Ababa,Hybrid,"Job Description: iOS Mobile App Developer | Mobile App Backend Developer (Contract Position)We are looking for a highly skilled and motivated iOS App Developer (App Backend Developer) to join our team for an exciting new project with immense potential to make a significant impact in East Africa. This is a 3-month contract role, with the possibility of extension based on performance and project needs. You will have the unique opportunity to work alongside and learn from seasoned engineers and architects with expe..."
634,Engineering,Planning Engineer Juba,GS Construction Company,Addis Ababa,Office,"Job Title: Planning EngineerLocation: Juba, South SudanExperience Required: 10+ yearsIndustry: Industry – Construction.Job Summary:We are seeking an experienced Planning Engineer to join our team. The ideal candidate will have 10+ years of experience in project planning, scheduling, and coordination, ensuring efficient execution of projects within budget and timeline constraints. The Planning Engineer will work closely with project managers, engineers, and stakeholders to optimize project workflows and mitigate ..."
636,Accounting and Finance,Senior Accountant,Kidus Resort and Hotels PLC,Addis Ababa,Office,"Kidus Resort and Hotels PLC established and registered as a real estate developer in Ethiopia, Addis Ababa. Kidus Resort &amp; Hotels PLC is founded by 46 successful and devoted entrepreneurs with a common vision to establish a modern and professional property developer in Ethiopia with their various experiences from enterprising such as construction management, trading and design.About the JobPosition:Senior AccountantLocation:Addis Ababa, UraelEmployment Type:Full-timeJob Summary:The Senior Accountant will be ..."
639,Engineering,Junior Engineer,Kidus Resort and Hotels PLC,Addis Ababa,Office,"Kidus Resort and Hotels PLC established and registered as a real estate developer in Ethiopia, Addis Ababa.Kidus Resort &amp; Hotels PLC is founded by 46 successful and devoted entrepreneurs with a common vision to establish a modern and professional property developer in Ethiopia with their various experiences from enterprising such as construction management, trading and design.About the JobPosition:Junior EngineerLocation:Addis Ababa, UraelEmployment Type:Full-timeKey Responsibilities:Day-to-day site supervis..."
640,Management,Building Administration,Kidus Resort and Hotels PLC,Addis Ababa,Office,"Kidus Resort and Hotels PLC established and registered as a real estate developer in Ethiopia, Addis Ababa.Kidus Resort &amp; Hotels PLC is founded by 46 successful and devoted entrepreneurs with a common vision to establish a modern and professional property developer in Ethiopia with their various experiences from enterprising such as construction management, trading and design.About the JobPosition:Building AdministrationLocation:Addis Ababa, UrealEmployment Type:Full-timeKey Responsibilities:Oversee routine ..."
642,Business and Administra...,Property Manager,Centerpoint Addis Furnished Apartment Building,Addis Ababa,Office,"PROPERTY MANAGER JOB DESCRIPTIONJOB BRIEFOverview: As a Property Manager, you will be responsible for overseeing the operations and maintenance of rental properties. You will ensure properties are well-maintained, financially sound, and compliant with regulations. Your role involves managing tenant relations, coordinating maintenance and repairs, and maximizing profitability.RESPONSIBILITIES:Tenant RelationsRespond promptly to tenant inquiries and concerns.Handle leasing inquiries, show vacant u..."
646,Business and Administra...,Admin Assistant Position,EBBA Engineering PLC,Addis Ababa,Office,"Job Description: -Under the supervision of the General Manager, the incumbent shall be responsible for:Conducting basic secretarial services such as handling telephone calls, writingI letters, memos, etcScheduling meetingsEscorting visitors to staff members' offices, along with providing hospitality service arrangements as appropriateEnsuring timely delivery and receipt of important information to staff members or external clients while maintaining confidentiality.Assisting in preparation of materials required f..."
647,Natural Sciences,Driver,CARITAS Switzerland (CACH),Tigray,Office,"Advertisement for a VacancyDriver (100%)Number of positions: 1Doing the right thing. We are active in Switzerland and 20 countries on four continents. Join us with a commitment to help us bring about a more caring society, here in Ethiopia.Caritas Switzerland (CACH) has been working in Ethiopia for more than 50 years. CACH has successfully been registered as an International Non-Government Organization in Ethiopia and has therefore become operational at project implementation level. CACH’s main working fields ar..."
648,Accounting and Finance,Receptionist,Samaritan Medical services PLC,Addis Ababa,Office,"JOB CLASSIFICATIONJob Title:  ReceptionistEmployment Type:        Permanent/Full timeDepartment:  Reception/Front DeskAccountable to:  Finance ManagerSalary:       Negotiable/As per the scale of the organizationLocation:  Addis AbabaJOB DESCRIPTIONSamaritan Surgical Center, Ethiopia’s first to specialize in surgical specialty services such as arthroscopic total hip replacement (insertion of artificial hip) and arthroscopic knee surgeries, Neurosurgery (including brain, Skull and Spine), Urology surgery (includin..."
649,Accounting and Finance,Senior Accountant,Samaritan Medical services PLC,Addis Ababa,Office,"JOB CLASSIFICATIONJob Title: Senior AccountantEmployment Type:        Permanent/Full timeDepartment:  FinanceAccountable to:  Finance ManagerSalary:       Negotiable/As per the scale of the organizationLocation:  Addis AbabaJOB DESCRIPTIONSamaritan Surgical Center, Ethiopia’s first to specialize in surgical specialty services such as arthroscopic total hip replacement (insertion of artificial hip) and arthroscopic knee surgeries, Neurosurgery (including brain, Skull and Spine), Urology surgery (including Kidney ..."
650,Accounting and Finance,Finance Manager,Samaritan Medical services PLC,Addis Ababa,Office,"JOB CLASSIFICATIONJob Title:  Finance Manager  Career Level:             Managerial Level Employment Type:        Permanent/Full timeDepartment:  Finance Service Accountable to:  General ManagerFunctional Relation: Samaritan Medical Services Board    Salary:       Negotiable/As per the scale of the organizationLocation:  Addis AbabaJOB DESCRIPTIONSamaritan Surgical Center, Ethiopia’s first to specialize in surgical specialty services such as arthroscopic total hip replacement (insertion of artificial hip) and ar..."
651,Education,Primary School Teaching Staff - Pharo School Assosa,The Pharo Foundation,Benishangul Gumuz,Office,"About Pharo FoundationPharo Foundation is a mission-driven, values-led organization working to build a self-reliant, inclusive, and thriving Africa. Operating across Ethiopia, Kenya, Rwanda, and Somaliland, we focus on delivering high-impact, sustainable solutions in education, water access, and economic empowerment. We are reshaping futures—one child, one family, one community at a time.Pharo Foundation is launching a new, high-quality school in Assosa, and we are looking for passionate, nurturing, and skilled...."
